PetID,AdoptionSpeed,LinearSVC,Logistic,Kneighbors,Decisiontree,RF,xgboost
7977491da,3,0,3,1,3,3,3
a8e79c8c4,4,4,4,2,4,4,4
7f78266ab,2,3,2,2,2,2,2
63fda9824,4,4,4,3,4,4,4
2b446dd3c,4,4,4,4,4,4,4
73ae816ce,3,4,4,2,1,4,4
ec780b913,2,2,2,1,1,2,2
51c04983b,3,3,3,3,2,3,3
14a16b96e,1,4,4,2,1,1,2
69b2e9f3f,3,3,3,2,3,3,3
176ef71db,2,1,1,0,2,2,2
b88fa24c2,4,4,4,4,4,4,4
cf020a716,4,4,4,4,3,4,4
c15c93964,2,1,1,1,2,2,1
3d277ebe6,2,2,4,2,4,2,2
02adb269f,4,4,4,4,4,4,4
9cf741863,4,4,4,2,4,4,4
cb492add6,3,1,1,1,2,3,3
7b70b7048,4,4,4,4,4,4,4
17ba9f283,1,4,4,1,4,4,4
57b57989d,4,4,4,4,2,4,4
fe3950458,4,2,2,4,2,1,1
6945dbebb,2,2,2,0,0,2,2
11a993099,1,2,2,1,2,1,2
d083a22c5,4,2,2,4,4,4,4
c234e165f,2,4,4,2,2,2,4
8c7949266,2,2,3,2,2,2,2
9dfee7db3,2,4,4,2,3,2,4
26c1fc882,1,1,1,1,1,1,1
01186c9fc,4,4,4,4,4,1,4
53ef098c0,1,4,4,1,1,1,1
bc8bbffa4,4,4,4,1,4,4,4
6bd1fee01,4,4,4,4,4,4,4
5f9abe87c,1,1,1,2,2,1,2
412b93160,2,3,2,1,1,2,2
624b5493f,0,4,4,0,3,0,2
0f544b558,1,2,1,0,1,1,1
d0277b9d3,1,2,2,1,1,1,2
e65a26822,4,2,2,2,4,4,4
88bc9864c,4,4,4,1,4,4,4
160dcaec8,2,1,1,2,1,2,2
7b3332622,2,2,2,1,2,2,2
8e1858e7f,0,1,1,0,0,0,0
590a78f0d,4,4,4,4,4,4,4
80af6d9df,1,2,1,1,1,1,1
7abe9a0a1,3,2,2,2,3,3,2
a24bb77d1,4,4,4,2,4,4,4
ffe7f0b70,3,2,2,3,4,3,3
8ea9bb5d9,1,2,2,1,1,1,1
79d1b0215,2,4,4,1,2,2,4
35df10380,3,4,4,3,0,3,3
c444c2936,2,2,2,2,3,2,4
746fb982c,2,2,2,1,2,2,2
6eb34434d,4,4,4,3,4,4,4
675bb16b8,3,2,2,4,2,3,2
70c811b9d,2,4,4,2,2,2,2
0f9697729,4,4,4,4,4,4,4
79420447a,4,4,4,4,4,4,4
6f36088f5,3,4,2,2,1,3,4
aa328a5ba,1,2,2,4,4,1,1
79318b69e,3,4,4,2,3,3,3
25079d00a,4,1,2,1,4,4,4
7b5bee232,4,2,3,4,4,4,4
b5c41169c,2,2,2,1,2,2,2
8079e3a1c,3,3,3,3,3,3,3
ff5158511,2,4,4,4,4,2,4
f4cff3785,2,4,4,2,2,4,4
0e23c4abd,2,2,2,2,2,2,2
c4a2fd15a,3,2,2,2,3,3,3
b00e4262e,2,2,2,2,2,2,2
c7fa60cfb,4,4,4,4,4,4,4
0abff77fe,3,3,3,3,3,3,3
f096fcbc6,2,2,2,1,2,2,2
18b2da498,4,4,4,3,1,4,4
e15353d1b,2,2,2,2,2,2,2
78fd8ce0d,4,4,4,4,4,4,4
cc7d90ef4,1,0,1,0,1,1,1
6a72cfda7,0,1,0,1,1,0,0
3c79a5547,2,1,1,2,2,2,1
f584e226b,3,4,2,3,4,3,3
092a37bcf,0,2,2,0,1,0,2
9f2948e8e,2,3,1,2,2,2,2
16f74099a,2,4,4,2,1,2,4
9c70eee7b,4,2,4,1,4,4,4
dde9d290a,2,1,2,2,1,2,4
623138a05,1,2,3,1,1,1,1
a5965cea5,3,4,1,2,4,3,1
b077aa9ee,4,2,2,4,4,4,4
d90bd59c3,0,2,2,0,4,0,4
f2472c8dd,2,1,1,1,2,2,2
2a64c0560,4,4,4,4,4,4,4
9c996aee9,3,2,2,3,3,3,3
4ba068d30,1,1,2,1,1,1,1
ff498c903,4,4,3,4,4,4,4
84b36d951,1,1,1,1,1,1,4
53cd20574,0,1,2,0,2,0,2
7f3895a04,2,1,2,1,2,2,2
452a50855,1,1,1,1,1,1,1
b859b9fa0,2,4,4,4,2,2,2
9942bce62,4,4,4,0,4,4,4
cab545282,4,2,2,3,4,4,4
d768c4324,3,4,4,1,3,3,4
620796ee7,4,2,2,4,3,4,2
81c442177,4,4,4,4,4,4,4
776354931,4,4,4,4,3,4,4
b46b4419a,1,4,4,1,3,1,2
4068b452d,4,4,4,4,4,4,2
107c49414,4,2,2,4,4,4,4
42137817c,4,1,1,4,4,4,4
fe4bb01a6,3,4,4,1,1,3,4
97f683e04,1,2,4,1,1,1,1
36b7411f9,1,2,2,2,3,1,2
6b7be833c,0,3,3,0,1,0,2
322244807,3,2,2,4,4,3,4
26365df53,2,2,2,1,2,2,2
d5052e2a9,3,2,2,1,4,3,3
e69df38b4,1,1,1,1,1,1,1
5adb9d9b3,3,1,1,1,3,3,2
ecc77653a,1,4,4,1,1,1,1
307b61689,4,2,1,1,1,1,1
188f8b07e,4,2,2,1,1,4,2
752eb9714,2,3,3,2,4,2,2
3d97fa45c,1,2,2,1,2,1,2
1d1451061,2,2,2,1,2,2,2
47a5a9516,4,4,2,4,4,4,2
6be53d844,1,2,1,1,1,1,1
650f2854b,2,2,2,2,1,2,2
2ba019cb8,3,1,1,1,3,3,1
6ae4fc251,3,2,2,3,2,3,3
a18843d35,2,2,1,4,1,2,1
2ba9dfe93,2,2,2,2,2,2,2
afa46c13d,3,2,4,3,3,3,2
4ea111bbe,2,3,3,3,3,2,2
976336c52,4,1,4,1,4,4,4
bad8f7276,1,2,2,1,1,1,1
11a337bfa,3,4,4,4,3,4,4
2aac4b61a,1,3,4,1,1,1,1
0d7c5b6f6,2,2,2,2,2,2,2
958a86135,2,2,2,3,2,2,2
e9dec895b,3,3,2,3,3,3,3
8dde63c12,3,1,1,3,1,3,1
a5dc02b69,4,4,4,4,3,4,4
9cbc1fb81,0,4,4,0,1,0,0
4d8b93dd1,4,2,4,4,4,4,4
dea0253b6,1,2,2,1,2,1,1
e73545fe5,2,2,2,2,2,2,2
9e876d171,3,4,3,1,1,3,3
64da323a1,1,4,4,1,4,1,1
15dbf64f0,3,2,2,1,1,3,4
6a07fdc22,1,2,2,1,1,1,4
a03da4900,3,4,4,0,3,4,4
519bc8382,2,2,2,2,4,2,2
0d55c2e2b,3,4,4,4,3,3,4
c680a5bbb,3,2,2,3,3,3,4
09db544ea,4,2,2,2,4,4,2
feff505f1,2,4,1,4,2,2,2
2d584af81,4,2,4,3,4,4,4
b37af97a8,3,2,2,4,2,4,4
c64f86015,0,2,1,2,4,0,2
6a54a03db,1,2,4,1,1,1,1
2630db5dc,1,1,1,0,1,1,1
199277f1a,4,2,2,4,4,4,4
794806010,2,4,4,4,2,2,4
3b4ac67f0,0,1,2,0,2,0,2
ca35f4b19,0,2,2,0,2,0,2
bd9d521c5,3,2,3,2,3,3,3
aa7395687,2,2,2,3,2,2,2
12ffabf23,3,4,4,3,1,4,4
881580d4b,2,4,4,3,3,2,2
546a913cc,2,4,4,2,2,2,4
648727065,3,2,3,2,3,3,3
184a51562,1,4,4,4,1,1,4
87975de34,1,1,2,1,1,1,4
61f95d269,1,4,4,1,4,4,4
21f095582,4,2,2,4,4,4,4
1652a3e1e,4,2,2,1,4,4,4
b77b75f2d,1,2,1,1,3,1,1
d77a6813d,2,2,2,1,2,2,2
607744326,4,4,4,4,4,4,4
40713e16a,2,4,4,1,1,2,2
113204c87,4,4,4,4,4,4,4
6d7e560d9,1,1,1,1,1,1,1
42ea2e045,4,4,4,4,2,4,4
e585b064b,1,1,1,0,1,1,1
f4a6e9cec,1,4,4,1,1,1,1
e1262c956,4,4,4,1,4,4,4
4bb0c8226,3,2,2,3,3,3,2
da84db2f7,2,2,2,2,2,2,2
86855ddfd,0,2,2,0,2,0,3
2cf4994e7,4,2,4,4,3,4,4
ee2d66134,4,2,2,2,4,4,4
1cdf69df6,0,1,1,0,1,0,0
cc5892ce1,4,2,2,4,4,4,4
13b807376,2,4,4,4,2,2,4
fc710f1e8,4,4,2,2,4,4,2
a64ca36ca,1,2,2,1,1,1,1
24e2e049e,2,2,2,2,2,2,2
5daea1779,3,4,4,4,4,3,4
72e9e5442,4,1,1,1,1,4,1
e3427692e,1,1,1,1,1,1,1
7b9b65bde,3,2,2,2,3,3,3
78ccb8039,3,2,2,3,3,3,3
310c3f884,4,4,4,4,4,4,4
29c50ee9a,1,3,3,1,1,1,1
9183ef863,2,4,4,4,4,2,2
574919b00,3,1,2,2,3,3,3
9550556bf,4,3,4,2,2,4,4
b7dda91fe,2,4,4,4,4,2,4
ffd2e82a9,3,4,4,4,3,4,4
0e920f96d,4,4,4,4,4,4,4
cfceafa8a,3,2,2,1,3,3,3
8ff2c63c4,2,4,4,1,2,4,4
a819792f7,1,4,4,1,1,1,1
2d8b42d21,3,3,3,1,1,3,3
6c5079e85,1,1,1,1,1,1,1
37e2f042b,1,2,2,1,2,1,1
7991808f5,3,1,1,1,4,3,2
534fff3cf,4,4,4,4,4,4,4
ed97d1485,4,4,4,4,4,4,4
9f56880b6,4,4,4,4,4,4,4
9dbcae6f7,3,1,3,3,3,3,2
47ecc7ef4,1,1,1,1,1,1,1
fb1adae2d,3,2,2,3,3,3,3
ff4d9a3c6,2,1,1,2,2,2,2
40843af1e,1,2,2,1,1,1,2
8ff587b75,3,4,2,3,2,3,1
157f9809a,4,4,4,2,4,4,4
1683f03de,2,2,2,2,1,2,2
0e783a2e1,1,2,2,1,3,1,1
7cfaaa67a,4,4,4,4,4,4,4
2c281057a,1,2,2,0,1,1,1
add2629da,1,4,4,1,1,1,1
083787e4a,2,4,4,2,2,2,2
251b3b086,4,2,1,4,4,4,4
3069e2d3c,4,2,1,1,3,4,4
1f6fe20fc,3,3,2,3,3,3,3
1819e298c,1,1,1,1,1,1,1
8bbf5133b,1,1,1,1,1,1,2
21b5e3d22,4,4,4,2,4,4,2
8ad784999,1,2,2,1,1,1,2
e3fa09b97,2,4,2,1,1,2,2
c32f8daca,2,2,2,0,2,2,2
6f512ee65,2,4,4,2,2,2,4
38733d0a1,1,4,4,4,4,1,1
1cd8131cd,2,2,2,2,3,2,2
283c4248e,4,2,1,4,4,4,4
b38e94f39,2,2,2,2,2,2,2
93a9cf943,1,2,2,3,3,1,2
6f5eab89b,1,4,4,4,4,4,4
0a13e47c3,4,2,2,1,3,4,2
e74a85e34,2,2,2,2,2,2,2
ec8411943,3,2,2,1,3,3,3
838c5c399,3,4,3,3,3,3,3
23ce26e85,4,4,4,4,4,4,4
5b4a22c83,4,2,2,4,4,4,2
c61869b9b,4,4,4,4,4,4,4
6afc6acee,4,1,1,2,4,4,4
687c0c2cd,4,4,4,3,4,4,4
474ee7e00,3,4,4,3,3,3,4
f3b52a69c,2,4,4,3,1,2,2
15dc4c629,3,4,2,2,2,3,3
298feb02b,3,4,4,4,4,4,4
189637f90,1,4,4,1,3,1,4
073484a7d,2,2,2,2,3,2,2
8fa1c5c38,4,2,2,4,4,4,4
2107c9788,1,1,1,1,1,1,1
9b93196dd,1,4,4,1,1,1,2
be7fbd988,1,2,2,1,4,1,1
a7a44933c,2,1,1,2,2,2,1
bf458a7d4,0,4,4,2,0,0,4
b121d3be8,4,1,2,1,4,1,1
fa1badbb7,1,2,1,1,1,1,1
f261c9968,3,2,3,2,3,3,2
7bfe2d68f,1,2,2,1,1,1,1
8c3d81083,1,4,4,1,1,1,2
d58c146d6,4,4,4,4,4,4,4
3ca057824,4,4,4,4,4,4,4
56e3f3baf,3,4,4,3,1,3,3
b2264970a,0,4,3,0,0,0,3
bd4500e6c,2,2,2,2,2,2,2
1cf66aed4,4,4,4,2,3,4,4
a6b0179fb,3,4,4,2,4,3,4
2f8890a94,3,4,4,4,3,3,4
fbb8a0267,2,2,4,2,2,2,4
39d055888,4,4,4,4,4,4,4
bbeecce76,4,3,3,1,4,4,4
87f9ef7a5,1,1,1,2,2,1,1
d17343468,2,2,3,1,3,2,2
4b628f538,1,1,1,1,1,1,1
739cd2d34,2,4,4,4,2,4,4
0d635d0b4,2,2,2,1,2,2,2
a4c903a3d,4,4,4,4,4,4,4
cbf4de1e8,4,2,2,1,4,4,4
7.54E+14,4,3,1,4,4,4,4
899859c9b,2,3,3,3,2,2,2
7b4ff27b3,1,1,1,1,1,1,1
9a7a99c23,1,2,2,1,2,1,1
f09d025a9,1,2,2,1,2,1,1
964dd458f,1,1,3,1,1,1,1
3a6197f6d,1,2,2,1,1,1,1
999d24492,0,1,1,0,4,0,0
f7f769c37,2,1,1,1,1,2,1
58b069530,2,2,2,2,2,2,4
8bb34f0bd,3,3,3,2,3,3,3
74c161846,0,1,1,0,4,0,0
3d13aab91,2,1,1,1,1,2,2
d6aa53be7,4,2,2,4,4,4,2
8d91ae666,2,2,2,2,2,2,2
a640f7cf6,4,1,2,4,4,4,4
b3bd4c99e,1,1,1,1,1,1,1
08b454900,4,2,2,4,1,3,2
f70571a3a,1,2,3,2,3,4,4
f05dae9bb,4,4,4,0,4,4,4
0d20efa95,3,4,4,2,4,3,4
349fe9b9b,1,1,1,1,2,1,1
4a6dc2b1b,4,2,4,4,4,4,4
cb8d79ada,3,4,2,1,2,3,4
74b73209e,3,4,4,4,2,4,4
106128c56,3,4,4,1,4,3,4
b2d35633c,3,2,2,1,3,3,3
20e75472d,1,1,1,1,1,1,1
65dd20146,0,1,1,4,1,0,1
7ef8c54ee,1,4,4,0,4,1,4
a21b6c40a,3,3,3,3,3,3,3
14ee9a2bb,2,4,4,2,2,2,2
5fcd44bf9,3,3,3,3,3,3,3
faa9b9b84,3,3,4,3,2,3,4
9f3fe015b,0,4,4,0,0,0,3
b714e611f,1,2,2,1,1,1,1
e16882f44,2,2,2,1,3,2,2
887b5144a,4,4,4,4,3,4,4
923a7163c,2,2,2,2,2,2,2
c50a42095,4,2,2,4,2,1,1
55295d374,4,2,2,2,4,4,4
52d336af0,1,4,1,1,1,1,3
5cfd4e3bb,2,2,2,2,2,2,2
2040d593c,3,4,4,3,3,3,4
840fbaeba,3,3,3,3,3,3,3
08f8df31d,1,2,2,1,1,1,1
5c89ffa58,2,4,4,0,2,2,2
6231ed9b3,3,3,3,3,3,3,3
0adebbf21,4,3,3,1,3,4,4
93f620b68,3,2,4,0,3,4,4
0a20eaed8,2,1,1,2,2,2,2
463706ace,1,1,1,2,1,1,1
af9eac2be,1,2,2,1,1,1,1
ef1c393e4,3,4,4,2,3,3,4
00bfa5da9,4,2,2,1,4,4,4
4cfd979dc,2,4,4,2,2,2,2
9951dff79,4,3,3,4,4,4,4
0e61fe015,2,1,2,2,4,2,2
4e33faa32,2,1,1,1,2,2,2
3ed60e624,2,2,2,2,2,2,2
5b4e331cf,3,2,2,0,3,3,4
f04c098ed,4,2,2,4,4,4,4
029c248a5,3,2,4,3,1,3,4
04a555b91,4,4,4,4,1,4,4
71e96f977,4,4,4,4,4,4,4
16e922149,4,1,1,4,4,4,2
5cc86be4e,3,2,2,1,3,3,3
8ccaceef5,3,2,2,1,2,3,4
3083ab744,4,4,4,3,4,4,4
c8519aacb,1,4,2,1,1,1,1
b558d016b,2,4,4,4,1,2,4
1c9a2baf6,1,4,4,4,1,1,1
903a75804,3,4,4,3,3,3,3
b42873eb7,4,4,4,4,4,4,4
b8fda5b3b,4,4,4,4,4,4,4
e3acd4da3,3,4,2,3,1,3,4
79ace4e40,4,4,4,4,4,4,4
12b1bce04,4,4,4,4,4,4,4
a80687cf1,4,4,4,2,3,4,4
410707dda,1,4,4,1,1,1,1
c5c51218f,2,1,1,2,1,2,2
cbbf3acfc,2,2,1,1,2,2,2
bce639e60,4,1,1,1,3,4,1
4cc05c35d,4,4,3,4,4,4,4
3bf71f7b1,1,1,2,3,3,1,1
840949648,4,1,2,2,4,4,4
427755203,2,2,2,2,3,2,2
0d4e58071,4,2,2,1,2,4,4
856005eae,2,2,2,1,2,2,2
93692767b,3,3,3,3,3,3,3
960de1fad,1,2,1,1,3,1,1
a04923326,3,4,4,3,3,3,4
29edf6e20,2,2,2,2,2,2,2
c906d6c03,1,3,1,1,2,1,1
971c160c7,2,2,2,2,2,2,3
c160e581a,2,3,3,2,2,3,3
828f48390,4,4,4,4,4,4,4
f0a7a4dfb,2,4,4,2,4,4,4
476b3dbe5,1,4,4,1,1,1,1
e6151d695,2,2,2,2,2,2,2
97c58d897,1,2,1,1,1,1,1
84222fa53,2,2,2,2,2,2,2
87b753139,2,1,1,2,2,2,2
39a784870,2,2,2,1,2,2,2
4140b3b5a,3,2,3,3,3,3,3
156ab0f97,0,2,2,0,2,0,0
6ada9811e,1,3,2,1,1,1,1
af49cf598,1,2,1,1,1,1,1
ea1318971,4,4,4,4,4,4,4
acdf99f98,4,4,4,4,4,4,4
dc1b809db,3,2,2,3,2,3,2
a7a94dd33,1,1,1,0,1,1,1
a8cfbf446,2,2,0,2,2,2,4
6ebcc7756,1,2,2,2,3,1,3
53a451386,1,1,1,1,1,1,1
2455effb8,3,3,3,3,3,3,3
4d279eb58,4,4,4,1,4,4,4
ee3543995,4,4,4,4,4,4,1
5e54f4e06,4,4,2,1,4,4,4
c634af483,4,2,2,2,4,4,4
f7a134121,3,1,2,2,2,3,3
9ce816de6,1,2,2,4,1,1,1
cd067a495,3,2,1,2,2,3,2
a631eba2c,1,4,4,4,3,4,4
91697ee90,1,3,2,0,1,1,1
182faa94d,3,3,3,0,3,3,3
7a5091ca2,2,3,3,3,2,2,2
fe790ba60,4,4,4,4,4,4,4
bd7f07424,4,4,4,4,4,4,4
08e703dfc,3,2,2,3,1,3,3
7fea70079,2,1,1,1,2,2,2
8cb067b2f,3,3,3,3,3,3,3
81f1d4d5c,1,4,4,1,2,4,4
aa2a3d9c7,2,4,4,2,2,2,2
d7d371a3d,4,1,1,2,4,4,4
c14ddf8a0,1,4,4,1,2,1,2
45408f88d,3,2,3,1,3,3,1
b6a16ab86,4,4,4,4,4,4,4
15a828f9d,3,3,3,3,2,3,3
a31d58f0a,3,2,2,1,3,4,4
acada131d,4,3,3,4,1,4,4
9351d5173,1,2,2,1,1,1,1
ec2b6c036,4,2,1,2,2,4,2
01bcfcde8,2,4,4,4,2,2,2
fbcea110f,1,2,2,1,1,1,2
5ddfaab43,1,2,2,1,2,1,1
1f7c7c248,4,4,4,4,4,4,4
90bcfd0e4,4,4,4,4,4,4,4
6c692e208,3,3,3,4,3,3,3
88fa13291,1,4,2,1,1,1,1
7494b6aa9,3,2,4,1,1,3,1
fe5ed81fd,0,2,2,0,1,0,0
fc7b01af6,4,4,4,4,4,4,4
34221a4f8,1,1,2,1,3,1,1
cd89328a8,3,3,3,3,3,3,3
d583d44d2,4,4,4,4,4,4,4
2566ab3a5,3,4,4,4,2,4,4
1c59513dd,2,4,3,1,2,2,2
3099254c2,3,4,4,4,3,3,4
100aed9a3,3,4,2,0,2,3,1
24be8e826,2,2,2,4,1,2,4
8af959627,3,1,2,0,3,3,3
5eacd0a22,2,4,4,2,2,2,4
5bf976dd7,3,3,3,3,3,3,3
38c82bfc5,2,1,1,2,2,2,1
d72dafbea,4,2,4,1,4,4,4
cd8e8d7a1,4,4,4,4,4,4,4
b446053b6,1,1,4,1,1,1,4
244cca93e,3,1,1,3,3,3,1
ab6c8aca6,0,2,2,0,0,0,2
4c3a2c536,4,2,3,3,1,2,2
a2cd5b78a,4,4,4,3,3,4,4
3d889fe46,3,4,4,1,1,3,3
9dca0bf20,3,3,3,3,3,3,3
225d2e242,4,1,2,4,3,1,1
a8df693c0,1,3,2,1,1,1,1
6fdb43f0b,2,2,3,2,2,2,2
0ac279a25,3,2,2,3,3,3,4
8ef276c3b,3,2,2,3,3,3,3
21cc6a743,3,4,4,4,3,3,4
0c9133a83,1,2,2,2,1,4,4
c9e86cf3c,3,1,1,2,3,3,3
d7d0b2194,4,4,4,1,2,4,4
68eacf03e,2,2,1,1,3,2,1
9614a6b17,1,1,2,1,1,1,1
af005c575,3,4,4,2,3,3,3
e0e604fc2,1,2,2,1,2,1,1
85a0bad4f,2,0,4,4,3,2,2
8d76a1b7f,3,3,3,3,3,3,3
2a9a33d29,2,2,2,2,2,2,2
0327b8e94,3,2,4,4,4,4,3
90dc0d83f,4,4,4,4,4,4,4
6d994c50c,2,2,2,1,2,2,2
9a447e958,4,4,4,4,4,4,4
c6d7271e8,4,4,4,4,4,4,4
679dad3c6,3,2,2,3,2,3,3
120ae4dd3,3,2,2,2,3,3,2
99a994cb1,3,2,2,3,3,3,3
2a06a5244,3,2,4,3,3,3,3
fc5f63812,2,2,1,2,2,2,2
8773f250c,2,2,2,1,2,2,2
696b615fb,1,2,2,1,1,1,2
82ea3883e,4,3,3,4,4,4,4
04a5f717a,2,1,1,2,0,2,2
884b9a6ec,2,2,2,3,0,2,2
115a4b208,3,2,2,1,3,3,2
f594a2e18,2,2,1,1,2,2,2
7e8bab7a5,4,4,4,2,1,4,2
302eb3771,3,3,3,3,2,3,3
0d305f8c2,3,2,2,3,3,3,2
a77d17ef8,4,4,4,4,4,4,3
99defcb66,1,2,2,1,1,1,2
f3629735d,3,3,3,3,3,3,3
0bcae32b7,4,4,4,2,4,4,4
07102e682,3,2,4,1,1,3,3
516fcfdf9,1,2,2,1,1,1,2
0d4b69793,2,4,3,1,2,2,2
4b1f93aac,2,1,1,1,2,2,2
0e70a5a3a,4,2,1,1,1,4,4
a77b63ee1,3,3,3,3,3,3,3
ea9d13261,2,2,2,2,2,2,2
231ad764f,4,1,2,1,4,4,4
219444cb8,1,1,1,1,1,1,1
9e11a3158,2,1,1,2,1,2,2
f9f914ed3,2,1,2,2,2,2,2
9449dcc18,3,4,4,4,3,4,4
1eeb50e8f,4,4,4,4,1,4,4
80cedf6b9,4,4,4,4,4,4,4
be376ea01,1,3,2,1,1,1,1
fc43d7ddb,3,4,4,2,3,3,3
05312ba72,4,4,4,2,4,4,4
48c838ef7,3,2,2,3,3,3,2
411bba4e8,3,4,4,4,3,3,3
dd4196a55,2,1,1,2,2,2,2
fac4ca24b,1,3,1,1,1,1,2
bdb5b7ecb,1,4,4,1,1,1,4
57aa560b5,4,1,1,1,4,1,2
1c8aa65f6,3,2,2,1,3,3,2
a206ce13b,1,1,1,0,4,1,1
6c7251bc8,2,4,4,1,4,2,4
105c00abe,1,1,2,1,1,1,3
e7fae9937,3,2,2,3,2,3,3
f8fb0aa55,2,2,2,2,2,2,2
bc6d86a40,2,4,4,2,3,2,2
f3f1dc170,4,4,1,0,4,4,4
45c278a7d,2,4,4,2,2,2,2
02eb29707,3,2,2,3,1,3,2
672e9e752,3,4,4,3,3,3,3
e6ff21b7e,2,2,2,2,2,2,2
eed6f01c9,4,2,2,4,4,4,4
9bfca7e65,3,4,4,2,3,3,4
548351895,2,2,2,2,2,2,2
fcae5bea5,4,4,4,2,3,4,4
275ce4c9b,3,1,1,2,3,3,1
f9878da24,2,2,2,2,2,2,2
72d68bbd0,3,4,4,2,2,3,3
1100bff90,4,2,2,4,1,4,2
c74d9c9f3,2,2,2,1,1,2,2
22b562975,3,4,4,3,2,3,4
09b7cd500,3,2,4,3,2,3,2
a486e2ab6,1,2,4,1,2,1,1
a89005005,2,2,1,2,2,2,2
be5fb246e,1,2,2,3,1,1,2
739002fc4,3,2,1,1,3,3,2
f304e7fb3,4,2,2,4,4,4,4
1f25222ce,4,4,4,4,2,4,4
90055a5f2,4,4,4,4,4,4,4
890e7be2b,4,4,4,2,4,4,4
9aa9d63f8,1,2,2,1,3,1,4
ae7f59170,4,4,4,1,4,4,4
8aa74d2d2,3,2,2,1,3,3,3
7c9e666a7,4,4,4,1,1,4,4
b22e78544,2,2,1,2,2,2,2
37a8dcdce,4,3,3,1,4,4,4
228e88a51,4,4,4,4,4,4,4
2b6b2524b,4,4,2,4,4,4,4
b93203aa7,0,3,3,0,1,0,2
06c724ada,1,4,2,1,1,1,1
2b2ec33ac,0,1,1,0,0,0,1
522b73db7,3,1,1,1,4,1,3
71cdaadb1,2,1,1,2,1,2,2
493d9cc81,2,4,4,4,4,2,4
6dd91ba4d,1,2,2,1,2,1,3
2fa5bde3c,3,2,2,2,3,3,3
a19eea86b,4,4,4,4,4,4,4
fd68d0b58,2,2,2,2,2,2,2
90c5437de,2,1,1,1,2,2,4
8f32c880e,2,4,4,4,3,2,2
ff2224b9d,3,2,2,2,3,3,4
473caf456,2,2,2,2,2,2,2
c3ed4c50b,3,2,2,2,3,3,4
63c794465,2,4,4,4,1,4,2
e468e8d54,2,4,4,2,2,2,2
1108027ef,2,2,2,3,2,2,2
5fe32151b,1,2,4,1,1,4,1
b857d5ac6,3,4,4,3,3,3,3
81ffabdc8,2,4,1,2,2,2,1
25c48e7ff,4,4,4,2,4,4,4
d66a55b13,2,3,3,3,3,2,2
b16b24c21,4,1,1,4,2,4,1
eadb7f25e,2,4,4,4,4,4,4
44c308937,4,4,2,4,4,4,2
d994c86f0,1,4,4,4,1,1,4
98f0a2ac7,1,4,4,1,1,1,1
7e3f52620,0,3,0,0,0,0,0
8fad77d5b,1,1,1,1,1,1,1
98f5b7ecf,3,1,2,3,3,3,2
8ec043344,4,4,4,4,3,4,4
6cf058ab3,4,2,2,2,2,4,2
338d441f4,2,2,2,2,2,2,2
84e146ba6,3,4,4,3,1,3,3
57b9d7903,4,4,4,2,4,4,4
c213bcac3,4,4,4,3,4,4,4
638447198,3,2,1,1,3,3,2
b83e15288,4,4,4,4,1,4,1
78b51f6a0,4,1,1,4,4,3,2
c6c1048af,4,4,4,4,4,4,4
5dff24075,3,3,3,3,3,3,3
f06da7096,2,2,2,1,2,2,2
31e266863,1,2,1,1,1,1,1
fc1ac0d75,3,2,4,2,3,3,3
a904d6da4,2,4,4,2,1,2,2
0f1a3ce5a,3,2,2,3,3,3,3
77e6966dc,2,4,4,2,2,2,4
a5b9343c3,2,4,4,2,2,2,4
3ce3f6acc,1,1,1,1,1,1,1
f71d5c047,3,2,1,0,4,4,4
56b0b72b1,2,2,2,2,2,2,2
448659511,0,1,2,0,1,0,2
c79c98af1,4,4,4,4,4,4,4
8bacce548,1,2,2,4,1,1,2
9243b2c43,4,2,2,2,4,4,4
29af2b6ec,2,2,1,2,2,2,2
640e0b69b,2,3,3,3,2,4,3
a5b4b663d,4,2,4,4,3,4,4
bc695e9d0,3,1,3,3,3,3,3
8e8965ae1,3,1,2,1,3,3,4
23ed3e349,3,4,4,3,3,3,3
31c2215c1,2,2,2,2,2,2,2
725a5345e,3,3,3,1,3,3,3
2fe763187,3,3,3,3,3,3,4
f5e310e82,2,4,4,2,2,2,4
5a60fde1f,2,4,4,2,2,2,4
ca28c5e51,3,3,3,3,4,3,4
41fa17c7c,4,4,2,2,4,4,2
132670005,4,2,2,4,4,4,4
8bd033254,3,2,2,3,3,3,2
040a9a6f9,0,1,1,3,3,0,2
be59708a0,4,2,2,4,4,4,2
69d8727b7,1,2,3,1,1,1,1
331a745e8,3,2,2,2,3,3,3
e1c14443e,3,2,2,3,3,1,1
a426fc504,1,1,1,1,1,1,1
1aa0769bc,4,4,4,0,4,4,4
c1ed7562f,4,4,4,4,4,4,4
07d2a9eff,1,4,4,1,2,1,4
31e14c50a,4,2,1,4,4,1,2
23eddf1d8,4,4,4,4,4,4,4
f74b89005,2,1,2,2,1,2,2
1b368f29c,4,2,2,1,4,4,4
ef9b5808b,2,1,2,2,2,2,2
8cd96bf75,4,2,2,4,4,4,4
d46569700,1,1,3,1,1,1,1
9f0f70e44,1,2,2,2,2,1,1
331c0bbf3,4,4,4,4,3,4,4
7650ed0f0,3,2,2,2,3,3,2
1ffe15ff7,1,2,2,1,2,1,2
173fa657f,2,1,1,2,2,2,2
9d2fb911c,4,4,4,2,4,4,4
